cmd,default value/ args,description
mp_chat_intermissions_captain_only,0,	Enables/Disables captain exclusive chat during intermissions. 1 enables it and 0 disables it.
mp_chat_match_captain_only,0,Enables/Disables captain exclusive chat. 1 enables it and 0 disables it.
mp_clan_ready_signal,0,Text that team leader from each team must speak for the match to begin
mp_clan_readyrestart,0,"If non-zero, game will restart once someone from each team gives the ready signal"
mp_clientsettingschangeinterval,2,
mp_custom_shirt_numbers,1,
mp_daytime_enabled,0,
mp_daytime_speed,7,
mp_daytime_start,19,
mp_daytime_sunrise,8,
mp_daytime_sunset,20,
mp_daytime_transition,1,
mp_decals,200,
mp_disable_autokick,,Prevents a userid from being auto; kicked
mp_extratime,0,"Enables/Disables extra time. 1 to enable, 0 to disable."
mp_fadetoblack,0,fade a player's screen to black when he dies
mp_falldamage,0,
mp_firstleg,0,
mp_firstleg_awaygoalsrule,0,
mp_firstleg_goalsaway,0,
mp_firstleg_goalshome,0,
mp_flashlight,0,
mp_footsteps,1,
mp_forcecamera,0,Restricts spectator modes for dead players
mp_forcerespawn,1,
mp_fraglimit,0,
mp_friendlyfire,0,Allows team members to injure other members of their team
mp_goldengoal,0,	Enables/Disables golden goal mode. 1 enables it and 0 disables it.
mp_humankeepers,1,	Enables/Disables human GKs. 1 enables it and 0 disables it.
mp_limitteams,2,Max # of players 1 team can have over another (0 disables check)
mp_matchinfo,0,
mp_maxplayers,8,Maximum number of players per team <1-11>
mp_maxprops,10,	Defines how many props can be spawned by a single player.
mp_offside,1,Enables/Disables offsides. 1 enables it and 0 disables it.
mp_penalties,0,	Enables/Disables penalty shootout in a match. 1 enables it and 0 disables it.
mp_pitchtexture,,
mp_player_model_scale,1 100,Defines a player's size from a range of 0-255 (100 is normal size) through their GameID
mp_reset_spin_toggles_on_shot,0,
mp_restartgame,0,"If non-zero, game will restart in the specified number of seconds"
mp_serverinfo,,"	Sets the server info. Server info is visible upon pressing tab and looking at the top left corner. Default in IOS servers is """"IOSoccer Server - Enjoy your stay"""""
mp_shield_block_opponent_half,0,
mp_teamkits,1 2,	Sets specific team kits. The first number sets the kit for the home team and the second one sets it for the away team. You can also search for specific team kits by doing mp_teamkits teamname.
mp_teamkits_csv,,
mp_teamnames,0,"Override team names. Example: mp_teamnames 'FCB:FC Barcelona,RMA:Real Madrid'"
mp_teamplay,0,
mp_timelimit_background_map,0,time before tutorial start
mp_timelimit_cooldown,0,time after match end
mp_timelimit_extratime_halftime,0,extra time halftime duration
mp_timelimit_extratime_intermission,0,time before extra time start
mp_timelimit_halftime,0,half time duration
mp_timelimit_match,20,"Match duration in real life minutes without stoppages or half time (20 real life minutes is 90 in game minutes, this applies to all mp_timelimit commands)"
mp_timelimit_penalties_intermission,0,time before penalties start
mp_timelimit_tutorial,0,time before tutorial start
mp_timelimit_warmup,0,time before match start
mp_timeout_count,3,	Defines how many times a team can call for a timeout during a match. The default is 3 for friendlies and mix matches.
mp_timeout_duration,5,Defines the total duration of timeouts available. The default value is 5 (real life minutes).
mp_tvcam_border_bottom,500,
mp_tvcam_border_horizontal,700,
mp_tvcam_border_top,900,
mp_tvcam_fixed_sideline_border_bottom,1500,
mp_tvcam_fixed_sideline_border_horizontal,500,
mp_tvcam_fixed_sideline_border_top,0,
mp_tvcam_fixed_sideline_targetpos_offset_top,750,
mp_tvcam_offset_forward,0,
mp_tvcam_offset_forward_time,2,
mp_tvcam_offset_top,0,
mp_usehwmmodels,0,"Enable the use of the hw morph models. (-1 = never, 1 = always, 0 = based upon GPU)"
mp_usehwmvcds,0,"Enable the use of the hw morph vcd(s). (-1 = never, 1 = always, 0 = based upon GPU)"
mp_waitingforplayers_cancel,0,Set to 1 to end the WaitingForPlayers period.
mp_waitingforplayers_restart,0,Set to 1 to start or restart the WaitingForPlayers period.
mp_waitingforplayers_time,0,WaitingForPlayers time length in seconds
mp_weaponstay,0,
mp_weather,0,"Weather (0 = sunny, 1 = rainy, 2 = snowy)"
multvar,,Multiply specified convar value.
muzzleflash_light,1,
name,0,Current user name
nav_analyze,,Re; analyze the current Navigation Mesh and save it to disk.
nav_area_bgcolor,0,RGBA color to draw as the background color for nav areas while editing.
nav_avoid,,Toggles the 'avoid this area when possible' flag used by the AI system.
nav_begin_area,,"Defines a corner of a new Area or Ladder. To complete the Area or Ladder, drag the opposite corner to the desired location and issue a 'nav_end_area' command."
nav_build_ladder,,Attempts to build a nav ladder on the climbable surface under the cursor.
nav_check_file_consistency,,Scans the maps directory and reports any missing/out; of; date navigation files.
nav_check_floor,,Updates the blocked/unblocked status for every nav area.
nav_clear_walkable_marks,,Erase any previously placed walkable positions.
nav_compress_id,,Re; orders area and ladder ID's so they are continuous.
nav_connect,,"To connect two Areas, mark the first Area, highlight the second Area, then invoke the connect command. Note that this creates a ONE; WAY connection from the first to the second Area. To make a two; way connection, also connect the second area to the first."
nav_coplanar_slope_limit,0,
nav_corner_adjust_adjacent,18,radius used to raise/lower corners in nearby areas when raising/lowering corners.
nav_corner_lower,,Lower the selected corner of the currently marked Area.
nav_corner_place_on_ground,,Places the selected corner of the currently marked Area on the ground.
nav_corner_raise,,Raise the selected corner of the currently marked Area.
nav_corner_select,,Select a corner of the currently marked Area. Use multiple times to access all four corners.
nav_create_place_on_ground,0,"If true, nav areas will be placed flush with the ground when created by hand."
nav_crouch,,Toggles the 'must crouch in this area' flag used by the AI system.
nav_delete,,Deletes the currently highlighted Area.
nav_delete_marked,,Deletes the currently marked Area (if any).
nav_disconnect,,"To disconnect two Areas, mark an Area, highlight a second Area, then invoke the disconnect command. This will remove all connections between the two Areas."
nav_dont_hide,,Toggles the 'area is not suitable for hiding spots' flag used by the AI system.
nav_edit,0,[CHEATS REQUIRED] Set to one to interactively edit the Navigation Mesh. Set to zero to leave edit mode.
nav_end_area,,Defines the second corner of a new Area or Ladder and creates it.
nav_generate,,Generate a Navigation Mesh for the current map and save it to disk.
nav_generate_incremental,,Generate a Navigation Mesh for the current map and save it to disk.
nav_jump,,Toggles the 'traverse this area by jumping' flag used by the AI system.
nav_ladder_flip,,Flips the selected ladder's direction.
nav_load,,Loads the Navigation Mesh for the current map.
nav_make_sniper_spots,,Chops the marked area into disconnected sub; areas suitable for sniper spots.
nav_mark,,Marks the Area or Ladder under the cursor for manipulation by subsequent editing commands.
nav_mark_unnamed,,Mark an Area with no Place name. Useful for finding stray areas missed when Place Painting.
nav_mark_walkable,,Mark the current location as a walkable position. These positions are used as seed locations when sampling the map to generate a Navigation Mesh.
nav_merge,,"To merge two Areas into one, mark the first Area, highlight the second by pointing your cursor at it, and invoke the merge command."
nav_no_hostages,,Toggles the 'hostages cannot use this area' flag used by the AI system.
nav_no_jump,,Toggles the 'dont jump in this area' flag used by the AI system.
nav_place_floodfill,,"Sets the Place of the Area under the cursor to the curent Place, and 'flood; fills' the Place to all adjacent Areas. Flood; filling stops when it hits an Area with the same Place, or a different Place than that of the initial Area."
nav_place_list,,Lists all place names used in the map.
nav_place_pick,,Sets the current Place to the Place of the Area under the cursor.
nav_place_replace,,Replaces all instances of the first place with the second place.
nav_precise,,Toggles the 'dont avoid obstacles' flag used by the AI system.
nav_quicksave,0,[CHEATS REQUIRED] Set to one to skip the time consuming phases of the analysis.  Useful for data collection and testing.
nav_remove_unused_jump_areas,,Removes jump areas with at most 1 connection to a ladder or non; jump area.
nav_restart_after_analysis,1,"When nav nav_restart_after_analysis finishes, restart the server.  Turning this off can cause crashes, but is useful for increm"
nav_run,,Toggles the 'traverse this area by running' flag used by the AI system.
nav_save,,Saves the current Navigation Mesh to disk.
nav_set_place_mode,,Sets the editor into or out of Place mode. Place mode allows labelling of Area with Place names.
nav_show_approach_points,0,[CHEATS REQUIRED] Show Approach Points in the Navigation Mesh.
nav_show_area_info,0,Duration in seconds to show nav area ID and attributes while editing
nav_show_danger,0,[CHEATS REQUIRED] Show current 'danger' levels.
nav_show_ladder_bounds,,Draws the bounding boxes of all func_ladders in the map.
nav_show_nodes,0,
nav_show_player_counts,0,[CHEATS REQUIRED] Show current player counts in each area.
nav_slope_limit,0,The ground unit normal's Z component must be greater than this for nav areas to be generated.
nav_snap_to_grid,0,Snap to the nav generation grid when creating new nav areas
nav_splice,,"To splice, mark an area, highlight a second area, then invoke the splice command to create a new, connected area between them."
nav_split,,"To split an Area into two, align the split line using your cursor and invoke the split command."
nav_split_place_on_ground,0,"If true, nav areas will be placed flush with the ground when split."
nav_stand,,Toggles the 'stand while hiding' flag used by the AI system.
nav_stop,,Toggles the 'must stop when entering this area' flag used by the AI system.
nav_strip,,"Strips all Hiding Spots, Approach Points, and Encounter Spots from the current Area."
nav_toggle_place_mode,,Toggle the editor into and out of Place mode. Place mode allows labelling of Area with Place names.
nav_toggle_place_painting,,"Toggles Place Painting mode. When Place Painting, pointing at an Area will 'paint' it with the current Place."
nav_transient,,Toggles the 'area is transient and may become blocked' flag used by the AI system.
nav_unmark,,Clears the marked Area or Ladder.
nav_update_blocked,,Updates the blocked/unblocked status for every nav area.
nav_use_place,,"If used without arguments, all available Places will be listed. If a Place argument is given, the current Place is set."
nav_walk,,Toggles the 'traverse this area by walking' flag used by the AI system.
nav_warp_to_mark,,Warps the player to the marked area.
net_blockmsg,0,[CHEATS REQUIRED] Discards incoming message: <0|1|name>
net_channels,,Shows net channel info
net_chokeloop,0,Apply bandwidth choke to loopback packets
net_compresspackets,1,Use lz compression on game packets.
net_compresspackets_minsize,128,Don't bother compressing packets below this size.
net_compressvoice,0,Attempt to compress out of band voice payloads (360 only).
net_drawslider,0,Draw completion slider during signon
net_droppackets,0,[CHEATS REQUIRED] Drops next n packets on client
net_fakejitter,0,[CHEATS REQUIRED] Jitter fakelag packet time
net_fakelag,0,[CHEATS REQUIRED] Lag all incoming network data (including loopback) by this many milliseconds.
net_fakeloss,0,[CHEATS REQUIRED] Simulate packet loss as a percentage (negative means drop 1/n packets)
net_graph,0,"Draw the network usage graph, = 2 draws data on payload, = 3 draws payload legend."
net_graphheight,64,Height of netgraph panel
net_graphmsecs,400,The latency graph represents this many milliseconds.
net_graphpos,1,
net_graphproportionalfont,1,Determines whether netgraph font is proportional or not
net_graphshowinterp,1,Draw the interpolation graph.
net_graphshowlatency,1,Draw the ping/packet loss graph.
net_graphsolid,1,
net_graphtext,1,Draw text fields
net_maxcleartime,0,Max # of seconds we can wait for next packets to be sent based on rate setting (0 == no limit).
net_maxfilesize,16,Maximum allowed file size for uploading in MB
net_maxfragments,1260,Max fragment bytes per packet
net_maxroutable,1260,Requested max packet size before packets are 'split'.
net_queue_trace,0,
net_queued_packet_thread,1,Use a high priority thread to send queued packets out instead of sending them each frame.
net_scale,5,
net_showdrop,0,Show dropped packets in console
net_showevents,0,"Dump game events to console (1=client only, 2=all)."
net_showfragments,0,Show netchannel fragments
net_showmsg,0,Show incoming message: <0|1|name>
net_showpeaks,0,Show messages for large packets only: <size>
net_showsplits,0,Show info about packet splits
net_showtcp,0,Dump TCP stream summary to console
net_showudp,0,Dump UDP packets summary to console
net_splitpacket_maxrate,50000,Max bytes per second when queueing splitpacket chunks
net_splitrate,2,Number of fragments for a splitpacket that can be sent per frame
net_start,,Inits multiplayer network sockets
net_status,,Shows current network status
net_usesocketsforloopback,0,Use network sockets layer even for listen server local player's packets (multiplayer only).
next,0,[CHEATS REQUIRED] Set to 1 to advance to next frame ( when singlestep == 1 )
nextdemo,,Play next demo in sequence.
nextlevel,0,"If set to a valid map name, will change to this map during the next changelevel"
noclip,,Toggle. Player becomes non; solid and flies.
notarget,,Toggle. Player becomes hidden to NPCs.
npc_ally_deathmessage,1,[CHEATS REQUIRED] 
npc_ammo_deplete,,Subtracts half of the target's ammo
npc_bipass,,"Displays the local movement attempts by the given NPC(s) (triangulation detours). Failed bypass routes are displayed in red, successful bypasses are shown in green. Arguments: {entity_name} / {class_name} / no argument picks what player is looking at. Arguments: {entity_name} / {class_name} / no argument picks what player is looking at."
npc_combat,,Displays text debugging information about the squad and enemy of the selected NPC (See Overlay Text) Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_conditions,,Displays all the current AI conditions that an NPC has in the overlay text. Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_create,,Creates an NPC of the given type where the player is looking (if the given NPC can actually stand at that location). Note that this only works for npc classes that are already in the world. You can not create an entity that doesn't have an instance in the level. Arguments: {npc_class_name} Arguments: {npc_class_name}
npc_create_aimed,,Creates an NPC aimed away from the player of the given type where the player is looking (if the given NPC can actually stand at that location). Note that this only works for npc classes that are already in the world. You can not create an entity that doesn't have an instance in the level. Arguments: {npc_class_name} Arguments: {npc_class_name}
npc_create_equipment,0,
npc_destroy,,Removes the given NPC(s) from the universe Arguments: {npc_name} / {npc_class_name} / no argument picks what player is looking at Arguments: {npc_name} / {npc_class_name} / no argument picks what player is looking at
npc_destroy_unselected,,Removes all NPCs from the universe that aren't currently selected
npc_enemies,,Shows memory of NPC. Draws an X on top of each memory. Eluded entities drawn in blue (don't know where it went) Unreachable entities drawn in green (can't get to it) Current enemy drawn in red Current target entity drawn in magenta All other entities drawn in pink Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at Eluded entities drawn in blue (don't know where it went) Unreachable entities drawn in green (can't get to it) Current enemy drawn in red Current target entity drawn in magenta All other entities drawn in pink Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_focus,,Displays red line to NPC's enemy (if has one) and blue line to NPC's target entity (if has one) Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_freeze,,"Selected NPC(s) will freeze in place (or unfreeze). If there are no selected NPCs, uses the NPC under the crosshair. Arguments: -none; Arguments: -none;"
npc_freeze_unselected,,Freeze all NPCs not selected
npc_go,,Selected NPC(s) will go to the location that the player is looking (shown with a purple box) Arguments: -none; Arguments: -none;
npc_go_do_run,1,Set whether should run on NPC go
npc_go_random,,Sends all selected NPC(s) to a random node. Arguments: -none; Arguments: -none;
npc_heal,,Heals the target back to full health
npc_height_adjust,1,Enable test mode for ik height adjustment
npc_kill,,Kills the given NPC(s) Arguments: {npc_name} / {npc_class_name} / no argument picks what player is looking at Arguments: {npc_name} / {npc_class_name} / no argument picks what player is looking at
npc_nearest,,Draw's a while box around the NPC(s) nearest node Arguments: {entity_name} / {class_name} / no argument picks what player is looking at Arguments: {entity_name} / {class_name} / no argument picks what player is looking at
npc_relationships,,Displays the relationships between this NPC and all others. Arguments: {entity_name} / {class_name} / no argument picks what player is looking at Arguments: {entity_name} / {class_name} / no argument picks what player is looking at
npc_reset,,Reloads schedules for all NPC's from their script files Arguments: -none; Arguments: -none;
npc_route,,Displays the current route of the given NPC as a line on the screen. Waypoints along the route are drawn as small cyan rectangles. Line is color coded in the following manner: Blue; path to a node Cyan; detour around an object (triangulation) Red; jump Maroon; path to final target position Arguments: {npc_name} / {npc_class_name} / no argument picks what player is looking at Blue; path to a node Cyan; detour around an object (triangulation) Red; jump Maroon; path to final target position Arguments: {npc_name} / {npc_class_name} / no argument picks what player is looking at
npc_select,,Select or deselects the given NPC(s) for later manipulation. Selected NPC's are shown surrounded by a red translucent box Arguments: {entity_name} / {class_name} / no argument picks what player is looking at Arguments: {entity_name} / {class_name} / no argument picks what player is looking at
npc_sentences,0,
npc_speakall,,Force the npc to try and speak all their responses
npc_squads,,Obsolete. Replaced by npc_combat
npc_steering,,Displays the steering obstructions of the NPC (used to perform local avoidance) Arguments: {entity_name} / {class_name} / no argument picks what player is looking at Arguments: {entity_name} / {class_name} / no argument picks what player is looking at
npc_steering_all,,Displays the steering obstructions of all NPCs (used to perform local avoidance)
npc_task_text,,Outputs text debugging information to the console about the all the tasks + break conditions of the selected NPC current schedule Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_tasks,,Displays detailed text debugging information about the all the tasks of the selected NPC current schedule (See Overlay Text) Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at Arguments: {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_teleport,,Selected NPC will teleport to the location that the player is looking (shown with a purple box) Arguments: -none; Arguments: -none;
npc_thinknow,,Trigger NPC to think
npc_viewcone,,Displays the viewcone of the NPC (where they are currently looking and what the extents of there vision is) Arguments: {entity_name} / {class_name} / no argument picks what player is looking at Arguments: {entity_name} / {class_name} / no argument picks what player is looking at
npc_vphysics,0,
old_radiusdamage,0,
opendiscord,,
openmanual,,
openmatchmaking,,
openwebsite,,
opt_EnumerateLeavesFastAlgorithm,1,Use the new SIMD version of CEngineBSPTree::EnumerateLeavesInBox.
option_duck_method,1,
option_duck_method_default,1,
particle_sim_alt_cores,2,
particle_simulateoverflow,0,[CHEATS REQUIRED] Used for stress-testing particle systems. Randomly denies creation of particles.
particle_test_attach_attachment,0,[CHEATS REQUIRED] Attachment index for attachment mode
particle_test_attach_mode,0,"[CHEATS REQUIRED] Possible Values: 'start_at_attachment', 'follow_attachment', 'start_at_origin', 'follow_origin'"
particle_test_file,0,[CHEATS REQUIRED] Name of the particle system to dynamically spawn
particle_test_start,,"Dispatches the test particle system with the parameters specified in particle_test_file, particle_test_attach_mode and particle_test_attach_param on the entity the player is looking at. Arguments: {entity_name} / {class_name} / no argument picks what player is looking at particle_test_attach_mode and particle_test_attach_param on the entity the player is looking at. Arguments: {entity_name} / {class_name} / no argument picks what player is looking at"
particle_test_stop,,Stops all particle systems on the selected entities. Arguments: {entity_name} / {class_name} / no argument picks what player is looking at Arguments: {entity_name} / {class_name} / no argument picks what player is looking at
password,0,Current server access password
path,,Show the engine filesystem path.
pause,,Toggle the server pause state.
perfui,,Show/hide the level performance tools UI.
perfvisualbenchmark,,
perfvisualbenchmark_abort,,
phonemedelay,0,Phoneme delay to account for sound system latency.
phonemefilter,0,Time duration of box filter to pass over phonemes.
phonemesnap,2,"Lod at level at which visemes stops always considering two phonemes, regardless of duration."
phys_impactforcescale,1,
phys_penetration_error_time,10,Controls the duration of vphysics penetration error boxes.
phys_pushscale,1,
phys_speeds,0,
phys_stressbodyweights,5,
phys_timescale,1,Scale time for physics
phys_upimpactforcescale,0,
physics_budget,,Times the cost of each active object
physics_constraints,,Highlights constraint system graph for an entity
physics_debug_entity,,Dumps debug info for an entity
physics_highlight_active,,Turns on the absbox for all active physics objects
physics_report_active,,Lists all active physics objects
physics_select,,Dumps debug info for an entity
physicsshadowupdate_render,0,
picker,,"Toggles 'picker' mode. When picker is on, the bounding box, pivot and debugging text is displayed for whatever entity the player is looking at. Arguments: full; enables all debug information Arguments: full; enables all debug information"
ping,,Display ping to server.
pipeline_static_props,1,
pixelvis_debug,,Dump debug info
play,,Play a sound.
playdemo,,Play a recorded demo file (.dem ).
player_debug_print_damage,0,"[CHEATS REQUIRED] When true, print amount and type of all damage received by player to console."
player_old_armor,0,
playername,0,Your name
playflush,,"Play a sound, reloading from disk in case of changes."
playgamesound,,Play a sound from the game sounds txt file
playsoundscape,,Forces a soundscape to play
playvol,,Play a sound at a specified volume.
plugin_load,,plugin_load <filename> : loads a plugin
plugin_pause,,plugin_pause <index> : pauses a loaded plugin
plugin_pause_all,,pauses all loaded plugins
plugin_print,,Prints details about loaded plugins
plugin_unload,,Max number of times a user can fail rcon authentication before being banned
plugin_unpause,,plugin_unpause <index> : unpauses a disabled plugin
plugin_unpause_all,,unpauses all disabled plugins
+posedebug,,Turn on pose debugger or add ents to pose debugger UI
-posedebug,,Turn off pose debugger or hide ents from pose debugger UI
post_sepia,0,Enable/Disable Sepia shader
preferredkeepershirtnumber,1,Your preferred keeper shirt number
preferredoutfieldshirtnumber,4,Your preferred outfield shirt number
print_colorcorrection,,Display the color correction layer information.
progress_enable,,
prop_active_gib_limit,999999,
prop_active_gib_max_fade_time,999999,
prop_crosshair,,"Frame rate limiter, cannot be set while connected to a server."
prop_debug,,"Toggle prop debug mode. If on, props will show colorcoded bounding boxes. Red means ignore all damage. White means respond physically to damage but never break. Green maps health in the range of 100 down to 1."
prop_dynamic_create,,Creates a dynamic prop with a specific .mdl aimed away from where the player is looking. Arguments: {.mdl name} Arguments: {.mdl name}
prop_physics_create,,Creates a physics prop with a specific .mdl aimed away from where the player is looking. Arguments: {.mdl name} Arguments: {.mdl name}
props_break_max_pieces,-1,Maximum prop breakable piece count (-1 = model default)
props_break_max_pieces_perframe,-1,Maximum prop breakable piece count per frame (-1 = model default)
pwatchent,-1,[CHEATS REQUIRED] Entity to watch for prediction system changes.
pwatchvar,0,[CHEATS REQUIRED] Entity variable to watch in prediction system for changes.
quit,,Exits the game if run from the Client or restarts a Server.
r_3dnow,,Enable/disable 3DNow code
r_3dsky,1,Enable the rendering of 3d sky boxes
r_AirboatViewDampenDamp,1,[CHEATS REQUIRED] 
r_AirboatViewDampenFreq,7,[CHEATS REQUIRED] 
r_AirboatViewZHeight,0,[CHEATS REQUIRED] 
r_ambientboost,1,Set to boost ambient term if it is totally swamped by local lights
r_ambientfactor,5,Boost ambient cube by no more than this factor
r_ambientfraction,0,[CHEATS REQUIRED] Fraction of direct lighting that ambient cube must be below to trigger boosting
r_ambientlightingonly,0,[CHEATS REQUIRED] Set this to 1 to light models with only ambient lighting (and no static lighting).
r_ambientmin,0,Threshold above which ambient cube will not boost (i.e. it's already sufficiently bright
r_aspectratio,0,[CHEATS REQUIRED] 
r_avglight,1,[CHEATS REQUIRED] 
r_avglightmap,0,[CHEATS REQUIRED] 
r_bloomtintb,0,
r_bloomtintexponent,2,
r_bloomtintg,0,
r_bloomtintr,0,
r_cheapwaterend,,
r_cheapwaterstart,,
r_cleardecals,,Usage r_cleardecals <permanent>.
r_ClipAreaPortals,1,[CHEATS REQUIRED] 
r_colorstaticprops,0,[CHEATS REQUIRED] 
r_debugcheapwater,0,[CHEATS REQUIRED] 
r_debugrandomstaticlighting,0,[CHEATS REQUIRED] Set to 1 to randomize static lighting for debugging.  Must restart for change to take affect.
r_decal_cullsize,5,Decals under this size in pixels are culled
r_decals,2048,
r_decalstaticprops,1,Decal static props test
r_depthoverlay,0,[CHEATS REQUIRED] Replaces opaque objects with their grayscaled depth values. r_showz_power scales the output.
r_DispBuildable,0,[CHEATS REQUIRED] 
r_DispDrawAxes,0,
r_DispWalkable,0,[CHEATS REQUIRED] 
r_dopixelvisibility,1,
r_drawbatchdecals,1,Render decals batched.
r_DrawBeams,1,"[CHEATS REQUIRED] 0=Off, 1=Normal, 2=Wireframe"
r_drawbrushmodels,1,"[CHEATS REQUIRED] Render brush models. 0=Off, 1=Normal, 2=Wireframe"
r_drawclipbrushes,0,"[CHEATS REQUIRED] Draw clip brushes (red=NPC+player, pink=player, purple=NPC)"
r_drawdecals,1,[CHEATS REQUIRED] Render decals.
r_drawdetailprops,1,"0=Off, 1=Normal, 2=Wireframe"
r_DrawDisp,1,[CHEATS REQUIRED] Toggles rendering of displacment maps
r_drawentities,1,[CHEATS REQUIRED] 
r_drawflecks,1,
r_drawfuncdetail,1,[CHEATS REQUIRED] Render func_detail
r_drawleaf,-1,[CHEATS REQUIRED] Draw the specified leaf.
r_drawlightcache,0,[CHEATS REQUIRED] 0: off 1: draw light cache entries 2: draw rays
r_drawlightinfo,0,[CHEATS REQUIRED] 
r_drawlights,0,[CHEATS REQUIRED] 
r_drawmodeldecals,1,
r_DrawModelLightOrigin,0,[CHEATS REQUIRED] 
r_drawmodelstatsoverlay,0,[CHEATS REQUIRED] 
r_drawmodelstatsoverlaydistance,500,[CHEATS REQUIRED] 
r_drawmodelstatsoverlaymax,1,time in milliseconds beyond which a model overlay is fully red in r_drawmodelstatsoverlay 2
r_drawmodelstatsoverlaymin,0,time in milliseconds that a model must take to render before showing an overlay in r_drawmodelstatsoverlay 2
r_drawopaquerenderables,1,[CHEATS REQUIRED] 
r_drawopaquestaticpropslast,0,Whether opaque static props are rendered after non-npcs
r_drawopaqueworld,1,[CHEATS REQUIRED] 
r_drawothermodels,1,"[CHEATS REQUIRED] 0=Off, 1=Normal, 2=Wireframe"
r_drawparticles,1,[CHEATS REQUIRED] Enable/disable particle rendering
r_drawpixelvisibility,0,Show the occlusion proxies
r_DrawPortals,0,[CHEATS REQUIRED] 
r_drawrenderboxes,0,[CHEATS REQUIRED] 
r_drawropes,1,[CHEATS REQUIRED] 
r_drawskybox,1,[CHEATS REQUIRED] 
r_DrawSpecificStaticProp,-1,
r_drawsprites,1,[CHEATS REQUIRED] 
r_drawstaticprops,1,"[CHEATS REQUIRED] 0=Off, 1=Normal, 2=Wireframe"
r_drawtranslucentrenderables,1,[CHEATS REQUIRED] 
r_drawtranslucentworld,1,[CHEATS REQUIRED] 
r_drawvgui,1,[CHEATS REQUIRED] Enable the rendering of vgui panels
r_drawviewmodel,1,[CHEATS REQUIRED] 
r_drawworld,1,[CHEATS REQUIRED] Render the world.
r_dscale_basefov,90,[CHEATS REQUIRED] 
r_dscale_fardist,2000,[CHEATS REQUIRED] 
r_dscale_farscale,4,[CHEATS REQUIRED] 
r_dscale_neardist,100,[CHEATS REQUIRED] 
r_dscale_nearscale,1,[CHEATS REQUIRED] 
r_dynamic,1,
r_dynamiclighting,1,[CHEATS REQUIRED] 
r_entityclips,1,
r_eyeglintlodpixels,20,The number of pixels wide an eyeball has to be before rendering an eyeglint.  Is a floating point value.
r_eyegloss,1,
r_eyemove,1,
r_eyes,1,
r_eyeshift_x,0,
r_eyeshift_y,0,
r_eyeshift_z,0,
r_eyesize,0,
r_eyewaterepsilon,7,[CHEATS REQUIRED] 
r_farz,-1,[CHEATS REQUIRED] Override the far clipping plane. -1 means to use the value in env_fog_controller.
r_fastzreject,1,Activate/deactivates a fast z-setting algorithm to take advantage of hardware with fast z reject. Use -1 to default to hardware
r_fastzrejectdisp,0,Activates/deactivates fast z rejection on displacements (360 only). Only active when r_fastzreject is on.
r_flashlight_version2,0,
r_flashlightambient,0,[CHEATS REQUIRED] 
r_flashlightclip,0,[CHEATS REQUIRED] 
r_flashlightconstant,0,[CHEATS REQUIRED] 
r_flashlightculldepth,1,
r_flashlightdepthres,1024,
r_flashlightdepthtexture,1,
r_flashlightdrawclip,0,[CHEATS REQUIRED] 
r_flashlightdrawdepth,0,
r_flashlightdrawfrustum,0,
r_flashlightdrawfrustumbbox,0,
r_flashlightdrawsweptbbox,0,
r_flashlightfar,750,[CHEATS REQUIRED] 
r_flashlightfov,45,[CHEATS REQUIRED] 
r_flashlightladderdist,40,[CHEATS REQUIRED] 
r_flashlightlinear,100,[CHEATS REQUIRED] 
r_flashlightlockposition,0,[CHEATS REQUIRED] 
r_flashlightmodels,1,
r_flashlightnear,4,[CHEATS REQUIRED] 
r_flashlightnodraw,0,
r_flashlightoffsetx,10,[CHEATS REQUIRED] 
r_flashlightoffsety,-20,[CHEATS REQUIRED] 
r_flashlightoffsetz,24,[CHEATS REQUIRED] 
r_flashlightquadratic,0,[CHEATS REQUIRED] 
r_flashlightrender,1,
r_flashlightrendermodels,1,
r_flashlightrenderworld,1,
r_flashlightscissor,1,[CHEATS REQUIRED] 
r_flashlightshadowatten,0,[CHEATS REQUIRED] 
r_flashlightupdatedepth,1,
r_flashlightvisualizetrace,0,[CHEATS REQUIRED] 
r_flex,1,
r_flushlod,,Flush and reload LODs.
r_ForceRestore,0,
r_ForceWaterLeaf,1,Enable for optimization to water - considers view in leaf under water for purposes of culling
r_frustumcullworld,1,
r_glint_alwaysdraw,0,
r_glint_procedural,0,
r_hunkalloclightmaps,1,
r_hwmorph,1,[CHEATS REQUIRED] 
r_itemblinkmax,0,[CHEATS REQUIRED] 
r_itemblinkrate,4,[CHEATS REQUIRED] 
r_JeepFOV,90,[CHEATS REQUIRED] 
